asset_name,category,collection,scale_meters,poly_count,vertex_count,material_count,texture_status,export_fbx_path,export_glb_path,quality_status,notes
PROP_TramStopIsland_A,Roads_Sidewalks,ROADS_Sidewalks_Final,8.00x1.60x2.56,84,0,5,"Tram pictogram sign = numpy texture embedded; concrete/yellow/steel/wood constant PBR; image+factor export",01_Exports_FBX/Roads_Sidewalks/PROP_TramStopIsland_A.fbx,02_Exports_GLB/Roads_Sidewalks/PROP_TramStopIsland_A.glb,PENDING_USER_REVIEW,"Tram boarding island: 8m raised concrete platform with yellow tactile edge strips, sign post with green tram-pictogram sign, wooden bench, bollards. Pairs with ROAD_TramTrack_A + PROP_TramTatraT3_A. 100% original. Ground pivot."
EB_KarlMarxAllee_Module_A,East_Berlin_Architecture,EAST_Architecture_Final,3.20x0.34x3.54,100,0,4,"Ceramic tile = numpy texture (Mapping-tiled) embedded; stone/frame constant PBR + glass; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_KarlMarxAllee_Module_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_KarlMarxAllee_Module_A.glb,PENDING_USER_REVIEW,"Karl-Marx-Allee Stalinist-classical facade module: cream ceramic-tile (Meissen) cladding, stone pilasters, window with stone architrave surround + sill + triangular pediment + glass, cornice + base course. Grand socialist-classicism (distinct from EB_Plattenbau). Modular 3m, tile/stack. Front faces -Y. 100% original. Base pivot."
GDR_Obelisk_A,GDR_Socialist_Symbols,GDR_Symbols_Final,1.40x1.40x4.38,103,0,5,"Constant PBR (stone/dark/gold/red/bronze); modeled bmesh 5-point star; factor export",01_Exports_FBX/GDR_Socialist_Symbols/GDR_Obelisk_A.fbx,02_Exports_GLB/GDR_Socialist_Symbols/GDR_Obelisk_A.glb,PENDING_USER_REVIEW,"Socialist memorial obelisk/stele: 3 stepped base, tapered 4-sided stone shaft, pyramidal cap, modeled gold 5-point star on red disc emblem near top, bronze inscription plaque with engraved lines. ~4.4m. Upright/official GDR memorial. 100% original. Ground pivot."
WALL_CommandTower_A,Berlin_Wall_Border_Zone,WALL_BorderZone_Final,2.70x2.70x11.28,254,0,5,"Constant PBR concrete (noise) + steel + transparent glass + emissive searchlight; factor export",01_Exports_FBX/Berlin_Wall_Border_Zone/WALL_CommandTower_A.fbx,02_Exports_GLB/Berlin_Wall_Border_Zone/WALL_CommandTower_A.glb,PENDING_USER_REVIEW,"GDR square border command tower (Fuehrungsstelle): square concrete shaft with base door, overhanging glazed observation cabin (4-side glass + corner posts + mullions + solid band), flat roof with railing + searchlight (emissive) + antenna, side access ladder. ~11m. Square variant vs round WALL_Watchtower_A. 100% original. Ground pivot."
ROAD_CobbleStreet_A,Roads_Sidewalks,ROADS_Sidewalks_Final,8.00x8.00x0.07,6,0,1,"Cobbles = numpy texture (staggered granite setts, Mapping-tiled, bump) embedded; image export",01_Exports_FBX/Roads_Sidewalks/ROAD_CobbleStreet_A.fbx,02_Exports_GLB/Roads_Sidewalks/ROAD_CobbleStreet_A.glb,PENDING_USER_REVIEW,"Cobblestone street tile (Kopfsteinpflaster): 8x8m, staggered grey-brown granite setts with dark mortar joints (procedural texture + bump, Mapping-tiled). Modular old-Berlin street ground (vs ROAD_Asphalt). 100% original. Ground pivot."
PROP_TramOverheadMast_A,Roads_Sidewalks,ROADS_Sidewalks_Final,7.00x3.15x7.38,153,0,4,"Constant PBR (green steel mast/copper wire/ceramic insulator); factor export",01_Exports_FBX/Roads_Sidewalks/PROP_TramOverheadMast_A.fbx,02_Exports_GLB/Roads_Sidewalks/PROP_TramOverheadMast_A.glb,PENDING_USER_REVIEW,"Tram catenary support mast: tapered green steel pole, cantilever bracket arm + diagonal stay, registration arm, ceramic insulators, copper contact + messenger wires (along track) with droppers. ~7m. Pairs with ROAD_TramTrack_A / PROP_TramTatraT3_A / PROP_TramStopIsland_A. 100% original. Ground pivot."
PROP_TruckGAZ53_A,Vehicles_Props,VEHICLES_Props_Final,2.46x6.40x2.40,45277,0,25,"Imported Sketchfab CC-BY (hans1240); textures capped 1024; embedded; FBX/GLB ~3.4MB",01_Exports_FBX/Vehicles_Props/PROP_TruckGAZ53_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_TruckGAZ53_A.glb,PENDING_USER_REVIEW,"GAZ-53 cargo truck (ubiquitous Eastern-Bloc utility/delivery truck, weathered, light-blue cab + box body). 6.4m. CC-BY attribution required (Notes/ATTRIBUTION.md). Ground pivot."
WB_Altbau_Base_A,West_Berlin_Architecture,WEST_Architecture_Final,1.46x0.35x2.78,156,0,4,"Constant PBR (stone/recessed joints/iron grille); factor export",01_Exports_FBX/West_Berlin_Architecture/WB_Altbau_Base_A.fbx,02_Exports_GLB/West_Berlin_Architecture/WB_Altbau_Base_A.glb,PENDING_USER_REVIEW,"West Berlin Altbau rusticated ground-floor base module: stacked stone courses with recessed horizontal+vertical joints (alternating projection), basement window with iron grille + sill, plinth. Modular 1.4m — sits under WB_Window/Storefront modules. Front faces -Y. 100% original. Base pivot."
PROP_ParkCandelabra_A,Vehicles_Props,VEHICLES_Props_Final,1.16x1.16x4.06,2743,0,3,"Constant PBR (cast iron/gold) + emissive glass globes; factor+emissive export",01_Exports_FBX/Vehicles_Props/PROP_ParkCandelabra_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_ParkCandelabra_A.glb,PENDING_USER_REVIEW,"Ornate park candelabra lamp (Kandelaber): cast-iron stepped base + fluted post, top hub with central globe + 4 radial-arm globes (5 emissive white globes total + gold caps). ~4m. Park/plaza lighting variant. 100% original. Ground pivot."
PROP_RubbleHeap_A,Vehicles_Props,VEHICLES_Props_Final,2.10x1.78x0.77,330,0,5,"Constant PBR (2 brick + concrete + dirt + rust rebar); factor export",01_Exports_FBX/Vehicles_Props/PROP_RubbleHeap_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_RubbleHeap_A.glb,PENDING_USER_REVIEW,"Rubble / debris heap: broken bricks + concrete chunks piled into a mound on a dirt base, with protruding rusty rebar. Atmospheric for war-damaged / demolition / construction lots (post-WWII rebuilding Berlin). 100% original. Ground pivot."
PROP_TrafficSigns_A,Vehicles_Props,VEHICLES_Props_Final,0.59x0.18x2.91,31,0,4,"3 sign faces = numpy textures (priority/one-way/parking) embedded; metal pole; image export",01_Exports_FBX/Vehicles_Props/PROP_TrafficSigns_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_TrafficSigns_A.glb,PENDING_USER_REVIEW,"German traffic sign cluster on a metal pole: priority-road diamond (yellow+white border), one-way blue sign with arrow, parking blue P sign (all procedural sign faces). Street-scene filler (vs single PROP_TrafficSign_A). 100% original. Ground pivot."
GDR_BannerVertical_A,GDR_Socialist_Symbols,GDR_Symbols_Final,1.40x0.33x4.10,180,0,2,"Banner = numpy texture (red + white emblem + slogan bars) on waved mesh embedded; steel bars; image export",01_Exports_FBX/GDR_Socialist_Symbols/GDR_BannerVertical_A.fbx,02_Exports_GLB/GDR_Socialist_Symbols/GDR_BannerVertical_A.glb,PENDING_USER_REVIEW,"GDR vertical propaganda banner (Spruchband): red draped fabric (waved mesh) with white emblem ring + slogan lines (procedural), top mount bar + brackets + bottom weight bar. ~4m hanging. Mounts on building facades. 100% original. Top pivot."
CP_SpikeStrip_A,Checkpoint_Charlie,CHECKPOINT_Charlie_Final,3.50x0.34x0.18,324,0,3,"Constant PBR (dark base/yellow warning/steel blades); factor export",01_Exports_FBX/Checkpoint_Charlie/CP_SpikeStrip_A.fbx,02_Exports_GLB/Checkpoint_Charlie/CP_SpikeStrip_A.glb,PENDING_USER_REVIEW,"Checkpoint tire spike barrier (Nagelsperre): dark base bar with yellow warning stripes + 2 rows of angled steel blades (opposing) + end caps. 3.5m lane-width. 100% original. Ground pivot."
PROP_JeepUAZ469_A,Vehicles_Props,VEHICLES_Props_Final,1.77x4.00x2.09,12488,0,2,"Imported Sketchfab CC-BY (grox777); textures capped 1024; embedded; FBX/GLB ~2.1MB",01_Exports_FBX/Vehicles_Props/PROP_JeepUAZ469_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_JeepUAZ469_A.glb,PENDING_USER_REVIEW,"UAZ-469 off-road jeep (Soviet/GDR border-troop & military vehicle, olive green). 4m. CC-BY attribution required (Notes/ATTRIBUTION.md). Ground pivot."
PROP_TreeGrate_A,Roads_Sidewalks,ROADS_Sidewalks_Final,1.74x1.74x0.10,30,0,2,"Grate = numpy texture (concentric+radial cast-iron pattern, central soil hole) + bump embedded; stone curb; image export",01_Exports_FBX/Roads_Sidewalks/PROP_TreeGrate_A.fbx,02_Exports_GLB/Roads_Sidewalks/PROP_TreeGrate_A.glb,PENDING_USER_REVIEW,"Cast-iron street tree grate (Baumscheibe): square iron grate (concentric rings + radial spokes pattern, central planting hole) in a stone curb frame. 1.5m. Place around PROP_Tree_A in pavement. 100% original. Ground pivot."
PROP_Downpipe_A,West_Berlin_Architecture,WEST_Architecture_Final,0.32x0.44x4.97,134,0,2,"Constant PBR (zinc pipe/bracket metal); factor export",01_Exports_FBX/West_Berlin_Architecture/PROP_Downpipe_A.fbx,02_Exports_GLB/West_Berlin_Architecture/PROP_Downpipe_A.glb,PENDING_USER_REVIEW,"Building rainwater downpipe (Fallrohr): zinc vertical pipe with top hopper/funnel, angled bottom shoe outlet, 4 wall brackets (rings + mounts). ~5m. Facade detail — mounts on WB/EB building faces. 100% original. Ground pivot."
WALL_VehicleTrench_A,Berlin_Wall_Border_Zone,WALL_BorderZone_Final,6.00x4.00x1.28,42,0,2,"Constant PBR concrete (noise) + dirt; factor export",01_Exports_FBX/Berlin_Wall_Border_Zone/WALL_VehicleTrench_A.fbx,02_Exports_GLB/Berlin_Wall_Border_Zone/WALL_VehicleTrench_A.glb,PENDING_USER_REVIEW,"Anti-vehicle trench tile (Kfz-Sperrgraben): concrete-lined trapezoidal ditch (angled walls + bottom, 1.2m deep) running across a 6x4m ground tile, with edge curbs. Death-strip obstacle. Trench goes below ground — place over a terrain cut. Modular. 100% original. Ground pivot."
PROP_ChainBarrier_A,Vehicles_Props,VEHICLES_Props_Final,4.69x0.20x0.94,2248,0,1,"Constant PBR cast iron; factor export",01_Exports_FBX/Vehicles_Props/PROP_ChainBarrier_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_ChainBarrier_A.glb,PENDING_USER_REVIEW,"Decorative chain barrier: 4 cast-iron bollards (ring + ball top) linked by sagging chains. ~4.5m run, modular. Surrounds monuments/plazas/lawns. 100% original. Ground pivot."
EB_PlattenbauBlock_A,East_Berlin_Architecture,EAST_Architecture_Final,30.40x13.40x15.60,52,0,5,"Facades = numpy procedural textures (12x5 + 5x5 window grids, balcony panels, seams) embedded; concrete/roof/door constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_PlattenbauBlock_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_PlattenbauBlock_A.glb,PENDING_USER_REVIEW,"COMPLETE 5-storey East Berlin Plattenbau apartment slab block (30x12x15m): procedural-texture facades (window grid + dark glass + scattered teal/orange balcony panels + prefab seams), flat roof + parapet, ground entrance + canopy. Ready hero building (low-poly, texture-based). 100% original. Ground pivot."
WB_AltbauBuilding_A,West_Berlin_Architecture,WEST_Architecture_Final,22.60x14.60x19.90,46,0,5,"Facades = numpy procedural textures (ornate windows+surrounds+pediments, rusticated ground floor, cornice) embedded; stucco/roof constant PBR; image+factor export",01_Exports_FBX/West_Berlin_Architecture/WB_AltbauBuilding_A.fbx,02_Exports_GLB/West_Berlin_Architecture/WB_AltbauBuilding_A.glb,PENDING_USER_REVIEW,"COMPLETE 5-storey West Berlin Altbau tenement (22x14x18m): cream-stucco procedural facades (ornate windows with stone surrounds + pediments + sills, rusticated ground floor with shopfronts, string courses), projecting cornice, mansard roof band + dormers. Ready hero building (low-poly, texture-based). 100% original. Ground pivot."
EB_KarlMarxAlleeBlock_A,East_Berlin_Architecture,EAST_Architecture_Final,26.80x14.80x23.75,28,0,5,"Facades = numpy procedural textures (ceramic tile + tall windows + arched arcade + pilasters + cornice) embedded; tile/roof constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_KarlMarxAlleeBlock_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_KarlMarxAlleeBlock_A.glb,PENDING_USER_REVIEW,"COMPLETE 6-storey Karl-Marx-Allee Stalinist boulevard building (26x14x22m): cream ceramic-tile procedural facades (tall stone-surround windows, arched ground-floor arcade, pilaster strips, floor cornices), strong projecting cornice + attic + roof. Grand socialist-classicism hero building (low-poly, texture-based). 100% original. Ground pivot."
WB_CornerBuilding_A,West_Berlin_Architecture,WEST_Architecture_Final,22.56x18.56x25.70,71,0,6,"Facades = numpy procedural Altbau textures embedded; stucco/cornice/dome/gold constant PBR; image+factor export",01_Exports_FBX/West_Berlin_Architecture/WB_CornerBuilding_A.fbx,02_Exports_GLB/West_Berlin_Architecture/WB_CornerBuilding_A.glb,PENDING_USER_REVIEW,"COMPLETE West Berlin corner building (Eckhaus, 20x16x18m): ornate Altbau procedural facades (windows+surrounds+pediments, shopfront ground floor), cornice + mansard, and an octagonal corner turret with green-patina dome + gold finial. Iconic Berlin street-corner hero building. 100% original. Ground pivot."
EB_FactoryVEB_A,East_Berlin_Architecture,EAST_Architecture_Final,28.20x16.20x20.00,76,0,5,"Facades = numpy procedural industrial textures (brick + steel multi-pane windows + loading doors) embedded; brick/roof/chimney constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_FactoryVEB_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_FactoryVEB_A.glb,PENDING_USER_REVIEW,"COMPLETE GDR VEB factory building (28x16x12m + 20m chimney): brick procedural facades (large steel multi-pane industrial windows, ground-floor loading doors, brick pilasters), flat roof with vents + parapet, tall brick chimney with cap. Industrial hero building (low-poly, texture-based). 100% original. Ground pivot."
EB_Kaufhaus_A,East_Berlin_Architecture,EAST_Architecture_Final,24.30x20.30x16.20,34,0,4,"Facades = numpy procedural textures (aluminium honeycomb-relief cells + glazed ground floor + red sign band) embedded; alu/roof constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_Kaufhaus_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_Kaufhaus_A.glb,PENDING_USER_REVIEW,"COMPLETE GDR department store (Centrum Warenhaus style, 24x20x15m): aluminium honeycomb-relief cladding (procedural cell-grid with diamond motifs), glazed ground floor + red CENTRUM sign band, flat roof with plant. Iconic East Berlin modernist hero building (low-poly, texture-based). 100% original. Ground pivot."
LANDMARK_Church_A,Landmarks,LANDMARKS_Final,12.95x29.50x28.40,173,0,6,"Brick = numpy texture (Object-coord Mapping) + constant PBR roof/spire/glass/gold/door; image+factor export",01_Exports_FBX/Landmarks/LANDMARK_Church_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_Church_A.glb,PENDING_USER_REVIEW,"Berlin brick church (Backsteinkirche): nave with pitched roof + gable, tall front tower with octagonal spire + gold cross, pointed-arch windows, rose window, arched door. ~28m to cross tip. Landmark. 100% original. Ground pivot."
WB_ModernSlab_A,West_Berlin_Architecture,WEST_Architecture_Final,33.55x14.00x20.00,118,0,7,"Facades = numpy procedural render textures (windows/doors) embedded; modelled access balconies + blue railings; render/slab/rail constant PBR; image+factor export",01_Exports_FBX/West_Berlin_Architecture/WB_ModernSlab_A.fbx,02_Exports_GLB/West_Berlin_Architecture/WB_ModernSlab_A.glb,PENDING_USER_REVIEW,"COMPLETE West Berlin 1960s social-housing slab (Laubenganghaus, 32x12x18m): light-render procedural facades, modelled projecting access-balcony slabs per floor with blue railings, end stair tower, flat roof + parapet. Brighter Western counterpart to EB_PlattenbauBlock_A. 100% original. Ground pivot."
EB_PlattenbauTower_A,East_Berlin_Architecture,EAST_Architecture_Final,14.30x15.85x44.20,40,0,4,"Facades = numpy procedural textures (5x12 window grid + balcony panels + seams) embedded; concrete/roof/door constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_PlattenbauTower_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_PlattenbauTower_A.glb,PENDING_USER_REVIEW,"COMPLETE 12-storey East Berlin Plattenbau point/tower block (Wohnhochhaus WHH, 14x14x42m): prefab concrete procedural facades (window grid + dark glass + colored balcony panels + seams), roof mechanical + parapet, ground entrance + canopy. Tall tower hero building (vs EB_PlattenbauBlock_A slab). 100% original. Ground pivot."
LANDMARK_PalastDerRepublik_A,Landmarks,LANDMARKS_Final,51.00x31.00x18.75,28,0,5,"Facades = numpy bronze mirror-glass curtain-wall textures (mullion grid) embedded; bronze/marble/roof constant PBR (metallic); image+factor export",01_Exports_FBX/Landmarks/LANDMARK_PalastDerRepublik_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_PalastDerRepublik_A.glb,PENDING_USER_REVIEW,"GDR Palace of the Republic (Palast der Republik): long low modernist block (50x30x16m) with bronze mirror-glass curtain-wall facades (procedural mullion grid, metallic), white marble base + fascia/roof band. Iconic East Berlin landmark. 100% original. Ground pivot."
WB_AltbauRowhouse_A,West_Berlin_Architecture,WEST_Architecture_Final,12.40x13.40x16.60,34,0,6,"Facades = numpy procedural Altbau textures (3 bays, shops + ornate windows) embedded; stucco/cornice/roof constant PBR; image+factor export",01_Exports_FBX/West_Berlin_Architecture/WB_AltbauRowhouse_A.fbx,02_Exports_GLB/West_Berlin_Architecture/WB_AltbauRowhouse_A.glb,PENDING_USER_REVIEW,"COMPLETE narrow West Berlin Altbau infill rowhouse (12x13x15m, 5 floors): ornate-window stucco facades (slightly different tone), ground-floor shopfronts, cornice, mansard roof + dormers. Infill between larger buildings. 100% original. Ground pivot."
PROP_Playground_A,Vehicles_Props,VEHICLES_Props_Final,8.13x2.66x2.60,254,0,7,"Constant PBR (red/blue/yellow/metal/wood/sand/chute); factor export",01_Exports_FBX/Vehicles_Props/PROP_Playground_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Playground_A.glb,PENDING_USER_REVIEW,"GDR courtyard playground (Spielplatz): blue slide (platform+ladder+yellow-rail chute), wooden sandbox with sand, metal swing set with 2 red seats on chains. Colourful residential-courtyard atmosphere. 100% original. Ground pivot."
PROP_Hedge_A,Vehicles_Props,VEHICLES_Props_Final,3.24x0.70x1.24,532,0,2,"Constant PBR foliage (noise colour ramp + bump) + soil; factor export",01_Exports_FBX/Vehicles_Props/PROP_Hedge_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Hedge_A.glb,PENDING_USER_REVIEW,"Modular hedge / shrub row (Hecke): overlapping clipped-foliage blobs on a soil strip, green foliage material (noise variation + bump). ~3m, modular. Park/courtyard greenery filler (pairs with PROP_Tree_A). 100% original. Ground pivot."
EB_ViaductArch_A,East_Berlin_Architecture,EAST_Architecture_Final,8.20x4.37x9.10,216,0,4,"Brick = numpy texture (Object-coord Mapping) + constant PBR stone/dark/rail; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_ViaductArch_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_ViaductArch_A.glb,PENDING_USER_REVIEW,"Berlin brick railway viaduct arch (Stadtbahn/S-Bahn, 8m modular): brick piers + spandrel, arched opening with stone voussoir ring + keystone, dark tunnel interior (passage/shop space below), top railway deck with parapet + rails. Modular — line up for a viaduct. 100% original. Ground pivot."
LANDMARK_BerlinerDom_A,Landmarks,LANDMARKS_Final,31.00x29.00x38.30,3258,0,5,"Sandstone facades = numpy procedural (arched windows+pilasters) embedded; sandstone/green-copper/gold constant PBR; image+factor export",01_Exports_FBX/Landmarks/LANDMARK_BerlinerDom_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_BerlinerDom_A.glb,PENDING_USER_REVIEW,"Berlin Cathedral (Berliner Dom): sandstone mass with arched-window facades, central green-copper dome on a drum + lantern + gold cross, 4 corner cupolas with green domes + gold finials. ~38m. Iconic East Berlin landmark. 100% original. Ground pivot."
LANDMARK_KaiserWilhelmChurch_A,Landmarks,LANDMARKS_Final,35.67x17.37x46.35,324,0,4,"Constant PBR damaged sandstone (noise) + dark + emissive blue glass + clock; factor export",01_Exports_FBX/Landmarks/LANDMARK_KaiserWilhelmChurch_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_KaiserWilhelmChurch_A.glb,PENDING_USER_REVIEW,"Kaiser Wilhelm Memorial Church (Gedaechtniskirche, 'the hollow tooth'): ruined octagonal sandstone tower with jagged broken top (war-damaged), arched-window recesses, clock face; beside it the modern octagonal blue-glass chapel (concrete ribs). ~46m. Iconic West Berlin Cold War memorial (intentionally preserved ruin). 100% original. Ground pivot."
LANDMARK_Reichstag_A,Landmarks,LANDMARKS_Final,51.00x32.80x29.00,182,0,5,"Sandstone facades = numpy procedural (arched windows) embedded; sandstone/stone/roof constant PBR; image+factor export",01_Exports_FBX/Landmarks/LANDMARK_Reichstag_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_Reichstag_A.glb,PENDING_USER_REVIEW,"Reichstag building (Cold War era, no dome): large sandstone neoclassical block with arched-window facades, central 6-column portico + entablature + triangular pediment + frieze, 4 corner pavilion towers, roof balustrade. ~29m. West Berlin landmark (right at the Wall). 100% original. Ground pivot."
LANDMARK_WaterTower_A,Landmarks,LANDMARKS_Final,23.00x23.00x38.20,449,0,4,"Brick = numpy texture (Object-coord Mapping) + constant PBR roof/stone/dark windows; image+factor export",01_Exports_FBX/Landmarks/LANDMARK_WaterTower_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_WaterTower_A.glb,PENDING_USER_REVIEW,"Berlin brick water tower (Wasserturm 'Dicker Hermann', Prenzlauer Berg): round brick base building (2 window bands) + central brick shaft + wider brick tank drum (round windows) + conical roof + finial, stone cornices. ~38m. Iconic East Berlin landmark. 100% original. Ground pivot."
PROP_UtilityCabinet_A,Vehicles_Props,VEHICLES_Props_Final,1.06x0.51x1.40,90,0,6,"Constant PBR (green metal/dark/steel/base + sticker accents); factor export",01_Exports_FBX/Vehicles_Props/PROP_UtilityCabinet_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_UtilityCabinet_A.glb,PENDING_USER_REVIEW,"Green street utility/telecom cabinet (Kabelverzweiger): green metal body with door seam + hinges + handles + louvered vents, sloped top, base plinth, a couple of stickers. Common sidewalk street detail. 100% original. Ground pivot."
PROP_MarketStall_A,Vehicles_Props,VEHICLES_Props_Final,2.70x1.27x2.41,477,0,6,"Striped canopy = numpy texture embedded; wood/pole/crate/produce constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_MarketStall_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_MarketStall_A.glb,PENDING_USER_REVIEW,"Market stall (Wochenmarkt Marktstand): wooden counter on legs, red/white striped awning (procedural) on poles + valance, 3 crates of colourful produce. Plaza/market atmosphere (pairs with PROP_Crates_A). 100% original. Ground pivot."
PROP_Kiosk_A,Vehicles_Props,VEHICLES_Props_Final,2.50x2.85x2.66,162,0,12,"Constant PBR (teal metal/cream/dark glass/roof + emissive red sign + paper accents); factor export",01_Exports_FBX/Vehicles_Props/PROP_Kiosk_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Kiosk_A.glb,PENDING_USER_REVIEW,"Street newspaper/snack kiosk (Zeitungskiosk/Imbiss): teal painted metal booth, serving window (dark glass + mullion), cream counter ledge, red sign band, small canopy over window, flat roof, row of colourful newspapers/magazines on the counter. Classic GDR street feature. 100% original. Ground pivot."
PROP_LitfassColumn_A,Vehicles_Props,VEHICLES_Props_Final,1.72x1.72x3.95,145,0,3,"Poster collage = numpy texture (cylinder-projected UV) embedded; green/base constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_LitfassColumn_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_LitfassColumn_A.glb,PENDING_USER_REVIEW,"Advertising column (Litfassaeule): cylindrical pillar wrapped in a colourful procedural poster collage (title bands, text lines, image blocks), green conical top + finial, base ring. ~4m. Classic German street furniture. 100% original. Ground pivot."
PROP_PhoneBooth_A,Vehicles_Props,VEHICLES_Props_Final,1.12x1.14x2.62,120,0,6,"Constant PBR alu/blue panel/phone/steel + emissive red sign + glass (Transmission 1.0); factor export",01_Exports_FBX/Vehicles_Props/PROP_PhoneBooth_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_PhoneBooth_A.glb,PENDING_USER_REVIEW,"Public telephone booth (Telefonzelle): aluminium-frame glass box with blue-grey lower panels, transparent glass upper, door + handle, interior phone unit + shelf + handset, red illuminated TELEFON sign on top. ~2.6m. Classic Cold War street feature. 100% original. Ground pivot."
PROP_Wartburg353_A,Vehicles_Props,VEHICLES_Props_Final,4.30x1.82x1.43,692,0,7,"Constant PBR body/glass/chrome/tire/hub/light/red; factor export",01_Exports_FBX/Vehicles_Props/PROP_Wartburg353_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Wartburg353_A.glb,PENDING_USER_REVIEW,"Wartburg 353 sedan (GDR family car, stylized low-poly): boxy 3-box body (bevelled) + greenhouse cabin with dark glass, chrome bumpers + grille, headlights/taillights, 4 wheels with hubs. Pale body. Rounds out GDR vehicle set (with Trabant). 100% original (modelled from scratch). Ground pivot."
PROP_Mailbox_A,Vehicles_Props,VEHICLES_Props_Final,0.50x0.39x1.68,151,0,6,"Post-horn emblem = numpy texture embedded; yellow/dark/post/plate constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_Mailbox_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Mailbox_A.glb,PENDING_USER_REVIEW,"Deutsche Post mailbox (Briefkasten): yellow post box on two legs, sloped lid, mail slot + lip, post-horn emblem (procedural), white collection-time plate. ~1.7m. Classic German/GDR street feature. 100% original. Ground pivot."
EB_CentrumWarenhaus_A,East_Berlin_Architecture,EAST_Architecture_Final,41.50x29.50x24.00,188,0,5,"Aluminium honeycomb relief facade = numpy quilted-cell texture (metallic + bump) embedded; glass/frame/emissive-red constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_CentrumWarenhaus_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_CentrumWarenhaus_A.glb,PENDING_USER_REVIEW,"Centrum department store (Centrum Warenhaus, Alexanderplatz): large block clad in the iconic aluminium honeycomb/quilted relief facade (procedural metallic cells + bump), ground-floor glass shopfront + mullions + canopy, parapet roof, red CENTRUM sign band. ~24m. Iconic GDR architecture landmark. 100% original. Ground pivot."
EB_KinoInternational_A,East_Berlin_Architecture,EAST_Architecture_Final,35.80x18.00x14.70,141,0,6,"Frieze mural band = numpy texture (bump) embedded; travertine/frame/glass(Transmission)/red/gold constant PBR; image+factor export",01_Exports_FBX/East_Berlin_Architecture/EB_KinoInternational_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_KinoInternational_A.glb,PENDING_USER_REVIEW,"Kino International (Karl-Marx-Allee modernist cinema): glass-fronted lobby podium (set back, mullions) + cantilevered travertine upper box overhanging the front, upper glass band, sculptural socialist-realist frieze mural band (procedural relief), roof slab overhang, red vertical sign with gold lettering. ~15m. Iconic GDR modernist architecture. 100% original. Ground pivot."
EB_Tankstelle_A,East_Berlin_Architecture,EAST_Architecture_Final,16.45x11.00x6.42,155,0,9,"Constant PBR canopy/orange-band(emissive)/columns/pump/blue/dark/wall/concrete + glass(Transmission); factor export",01_Exports_FBX/East_Berlin_Architecture/EB_Tankstelle_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_Tankstelle_A.glb,PENDING_USER_REVIEW,"GDR petrol station (Minol Tankstelle): flat canopy with orange brand band on columns, 2 fuel pumps (blue tops + displays + nozzle holders), attendant kiosk building (glass window + door + orange roof band), concrete forecourt, tall orange disc sign pole. Minol orange/blue palette. ~6m. 100% original. Ground pivot."
